filepath,tags
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-15-Harvest Moon over Sicily.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,harvest moon over sicily,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-16-The Tarantula Zone.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,the tarantula zone"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-17-Perseverance in Jezero Crater's Delta.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,perseverance in jezero crater's delta"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-18-Analemma over the Callanish Stones.jpg,"2022,analemma over the callanish stones,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-19-Star Trails and Lightning over the Pyrenees.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,star trails and lightning over the pyrenees"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-20-Star Forming Region NGC 3582 without Stars.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,star forming region ngc 3582 without stars"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-21-The Horsehead Nebula in Infrared from Hubble.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,the horsehead nebula in infrared from hubble"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-22-NGC 7331 Close Up.jpg,"2022,NGC 7331,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,ngc 7331 close up"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-23-Ringed Ice Giant Neptune.png,"2022,Neptune,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,ringed ice giant neptune"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-24-September Sunrise Shadows.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,september sunrise shadows"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-25-The Fairy of Eagle Nebula.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,the fairy of eagle nebula"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-26-All the Water on Planet Earth.jpg,"2022,all the water on planet earth,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-28-A Furious Sky over Mount Shasta.jpg,"2022,a furious sky over mount shasta,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-29-DART Asteroid Impact from Space.jpg,"2022,dart asteroid impact from space,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-09-30-Equinox Sunrise Around the World.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,equinox sunrise around the world,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-01-Lunation Matrix.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,lunation matrix,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-02-Astronomy Picture of the Day.jpg,"2022,astronomy picture of the day,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-02-Supernova Cannon Expels Pulsar J0002.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,supernova cannon expels pulsar j0002"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-03-Jupiter's Europa from Spacecraft Juno.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,jupiter's europa from spacecraft juno,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-04-Star-Forming Eagle Nebula without Stars.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,forming eagle nebula without stars,nasadailypictures,star"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-06-NGC 4631- The Whale Galaxy.jpg," the whale galaxy,2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,ngc 4631"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-07-In Ganymede's Shadow.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,in ganymede's shadow,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-08-Two Comets in Southern Skies.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,two comets in southern skies"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-09-Auroras over Northern Canada.jpg,"2022,auroras over northern canada,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-10-A Double Lunar Analemma over Turkey.jpg,"2022,a double lunar analemma over turkey,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
"C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-11-Stars, Dust, Pillars, and Jets in the Pelican Nebula.jpg","2022,and jets in the pelican nebula,downloaded via net,downloaded via net/nasadailypictures,dust,nasadailypictures,pillars,stars,stars,dust,pillars,and jets in the pelican nebula"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-12-Ou4- The Giant Squid Nebula.jpg," the giant squid nebula,2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,ou4"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-13-Dust Shells around WR 140 from Webb.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,dust shells around wr 140 from webb,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-14-The Falcon and the Hunter's Moon.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,the falcon and the hunter's moon"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-16-Barred Spiral Galaxy NGC 1300.jpg,"2022,barred spiral galaxy ngc 1300,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-17-X-Ray Rings Around a Gamma Ray Burst.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,ray rings around a gamma ray burst"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-18-Milky Way Auroral Flower.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,milky way auroral flower,nasadailypictures"
"C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-19-A Galaxy Beyond Stars, Gas, Dust.jpg","2022,a galaxy beyond stars,a galaxy beyond stars,gas,dust,downloaded via net,downloaded via net/nasadailypictures,dust,gas,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-20-Pillars of Creation.jpg,"2022,Eagle Nebula,M16,NGC 6611,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,pillars of creation"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-21-Andromeda in Southern Skies.jpg,"2022,andromeda in southern skies,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-22-NGC 1499- The California Nebula.jpg," the california nebula,2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,ngc 1499"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-23-Milky Way and Zodiacal Light over Australian Pinnacles.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,milky way and zodiacal light over australian pinnacles,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-24-Clouds Around Galaxy Andromeda.jpg,"2022,clouds around galaxy andromeda,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-26-Cocoon Nebula Wide Field.jpg,"2022,cocoon nebula wide field,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
"C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-27-Sunset, Moonset, Taj Mahal.jpg","2022,downloaded via net,downloaded via net/nasadailypictures,moonset,nasadailypictures,sunset,sunset,moonset,taj mahal,taj mahal"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-28-Seven Years of Halley Dust.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,seven years of halley dust"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-29-LDN 673- Dark Clouds in Aquila.jpg," dark clouds in aquila,2022,downloaded via net,downloaded via net/nasadailypictures,ldn 673,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-30-Night on a Spooky Planet.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,night on a spooky planet"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-10-31-LDN 43- The Cosmic Bat Nebula.jpg," the cosmic bat nebula,2022,downloaded via net,downloaded via net/nasadailypictures,ldn 43,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-11-01-NGC 6357- The Lobster Nebula.jpg," the lobster nebula,2022,NGC 6357,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures,ngc 6357"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-11-03-M33- The Triangulum Galaxy.jpg," the triangulum galaxy,2022,M33,downloaded via net,downloaded via net/nasadailypictures,m33,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-11-04-InSight's Final Selfie.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,insight's final selfie,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-11-05-Lunar Eclipse at the South Pole.jpg,"2022,downloaded via net,downloaded via net/nasadailypictures,lunar eclipse at the south pole,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/NASADailyPictures/2022-11-06-Dark Ball in Inverted Starfield.jpg,"2022,dark ball in inverted starfield,downloaded via net,downloaded via net/nasadailypictures,nasadailypictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/firefox screenshots/Screenshot 2023-06-02 at 18-00-49 Machine Learning System Design Coursera.png,"02 at 18,49 machine learning system design coursera,firefox screenshots,screenshot 2023"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/firefox screenshots/Screenshot 2023-07-07 at 14-47-39 Anomaly Detection Coursera.png,"07 at 14,39 anomaly detection coursera,firefox screenshots,screenshot 2023"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/firefox screenshots/Screenshot 2023-07-07 at 14-47-55 Anomaly Detection Coursera.png,"07 at 14,55 anomaly detection coursera,firefox screenshots,screenshot 2023"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/firefox screenshots/Screenshot 2023-07-07 at 14-48-26 Anomaly Detection Coursera.png,"07 at 14,26 anomaly detection coursera,firefox screenshots,screenshot 2023"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/firefox screenshots/Screenshot 2023-07-12 at 13-12-41 Recommender Systems Coursera.png,"12 at 13,41 recommender systems coursera,firefox screenshots,screenshot 2023"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/firefox screenshots/Screenshot 2023-07-12 at 13-12-59 Recommender Systems Coursera.png,"12 at 13,59 recommender systems coursera,firefox screenshots,screenshot 2023"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Screenshots/Screenshot from 2022-08-18 14-22-27.png,"18 14,screenshot from 2022,screenshots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Screenshots/Screenshot from 2022-08-18 15-22-03.png,"18 15,screenshot from 2022,screenshots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Screenshots/Screenshot from 2022-08-26 12-21-16.png,"26 12,screenshot from 2022,screenshots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Screenshots/Screenshot from 2022-08-26 12-23-50.png,"26 12,screenshot from 2022,screenshots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Screenshots/Screenshot from 2022-08-30 19-48-42.png,"30 19,screenshot from 2022,screenshots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Screenshots/Screenshot from 2022-09-04 23-29-20.png,"04 23,screenshot from 2022,screenshots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Screenshots/Screenshot from 2022-09-10 23-38-19.png,"10 23,screenshot from 2022,screenshots"
